case,rho,design,parent_n,replicate,observed_n,A,B,C,D,train_n,validation_n,true_membership,logE_true,distance_to_threshold,prediction,arithmetic,method,resolved_bin_L1_Q,bright_probability_RMSE_Q,bright_probability_RMSE_P_reference,record_law_TV,invisible_mass,true_invisible_mass,Q_mass_resolved,seconds,iterations,score,status,tail_feasible,min_mean_loglik_gain,invisible_drift
rho0.55_N1000_r005,0.55,deep,1000,5,781,474,176,131,219,373,408,True,-346.78945215863234,349.7851844321863,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.6122965349912594,0.08271951841408727,0.08564166500310212,0.3058948081767977,0.0,0.020462128659449963,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.55_N1000_r006,0.55,shallow,1000,6,737,355,166,216,263,343,394,True,-337.0269281493902,340.02266042294417,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.2966360750044328,0.00681562089480357,0.0051100789061254885,0.16231322199186848,0.1425369565965509,0.1712581898853389,0.6499617598250431,0.006846366999980091,52,9.405571636233243e-08,score_tolerance_reached_not_global_certificate,True,1.301247998242161e-10,0.0
rho0.55_N1000_r006,0.55,shallow,1000,6,737,355,166,216,263,343,394,True,-337.0269281493902,340.02266042294417,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.35296618002210506,0.021597246294224142,0.05100393143427188,0.1782355340655573,0.0,0.1712581898853389,0.7656940711007321,0.006413709999947059,53,9.948677326399036e-08,score_tolerance_reached_not_global_certificate,,9.759482111348916e-11,0.1425369565965509
rho0.55_N1000_r006,0.55,shallow,1000,6,737,355,166,216,263,343,394,True,-337.0269281493902,340.02266042294417,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.6052866752401007,0.14398201649241443,0.17363411400888926,0.4024653943926797,0.0,0.1712581898853389,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.55_N1000_r006,0.55,deep,1000,6,794,480,137,177,206,374,420,True,-354.83194832987647,357.82768060343045,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.4793245566941445,0.00920799611406771,0.01061601114093252,0.19649326333180525,0.033279071736023486,0.020462128659449963,0.9228062367993195,0.010811281999963285,78,8.530677833762406e-08,score_tolerance_reached_not_global_certificate,True,1.1213607820081961e-10,0.0
rho0.55_N1000_r006,0.55,deep,1000,6,794,480,137,177,206,374,420,True,-354.83194832987647,357.82768060343045,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.5461314665126228,0.03396166506841802,0.03696082361513343,0.21073622720230384,0.0,0.020462128659449963,0.9612540866500843,0.008133691000011822,76,9.595863104117086e-08,score_tolerance_reached_not_global_certificate,,1.652384895578507e-10,0.033279071736023486
rho0.55_N1000_r006,0.55,deep,1000,6,794,480,137,177,206,374,420,True,-354.83194832987647,357.82768060343045,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.6361568571290818,0.08827493665130033,0.091216676019882,0.31906343124967745,0.0,0.020462128659449963,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.55_N1000_r007,0.55,shallow,1000,7,738,365,192,181,262,387,351,True,-284.7910815592201,287.7868138327741,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.30684532575075063,0.00926888532746405,0.011750832659950004,0.16467988153508023,0.1425369565965509,0.1712581898853389,0.6905496075289173,0.00760778799997297,46,8.35310486290541e-08,score_tolerance_reached_not_global_certificate,True,4.39648317751562e-14,2.7755575615628914e-17
rho0.55_N1000_r007,0.55,shallow,1000,7,738,365,192,181,262,387,351,True,-284.7910815592201,287.7868138327741,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.3557149598338586,0.025772590514549824,0.055404502898749416,0.18969361560636944,0.0,0.1712581898853389,0.7847912297834142,0.005609827000057521,51,8.408598484166419e-08,score_tolerance_reached_not_global_certificate,,5.329070518200751e-15,0.1425369565965509
rho0.55_N1000_r007,0.55,shallow,1000,7,738,365,192,181,262,387,351,True,-284.7910815592201,287.7868138327741,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.5733967443574329,0.15015110996772008,0.1795156943331558,0.3953811407403146,0.0,0.1712581898853389,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.55_N1000_r007,0.55,deep,1000,7,789,481,153,155,211,407,382,True,-311.6549258745571,314.65065814811106,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.45975648917690315,0.007152138552938029,0.0061888827600465966,0.19378718010297782,0.033279071736023486,0.020462128659449963,0.9371727053135979,0.009210865999989437,67,8.401239587967352e-08,score_tolerance_reached_not_global_certificate,True,2.8673774465914903e-10,0.0
rho0.55_N1000_r007,0.55,deep,1000,7,789,481,153,155,211,407,382,True,-311.6549258745571,314.65065814811106,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.5560635280407498,0.03942893839794377,0.04244537716719526,0.21621445463053576,0.0,0.020462128659449963,0.9705483114782278,0.00941377599997395,66,8.384184391196925e-08,score_tolerance_reached_not_global_certificate,,3.5414338128703093e-10,0.033279071736023486
rho0.55_N1000_r007,0.55,deep,1000,7,789,481,153,155,211,407,382,True,-311.6549258745571,314.65065814811106,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.6195138604379243,0.09919187095553303,0.10210166769000631,0.31869102818947,0.0,0.020462128659449963,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.55_N1000_r008,0.55,shallow,1000,8,760,368,206,186,240,372,388,True,-321.0101124104239,324.0058446839779,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.3002373829191352,0.007862104456567685,0.010775694632114575,0.16699225034589357,0.1425369565965509,0.1712581898853389,0.7090248486454125,0.007906347000016467,49,8.06105091262572e-08,score_tolerance_reached_not_global_certificate,True,6.274980535181385e-13,0.0
rho0.55_N1000_r008,0.55,shallow,1000,8,760,368,206,186,240,372,388,True,-321.0101124104239,324.0058446839779,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.35602246132049103,0.02526672095909308,0.054915828902687217,0.18042740370697774,0.0,0.1712581898853389,0.8094113113013964,0.006050045000051796,59,8.298799447636895e-08,score_tolerance_reached_not_global_certificate,,1.1546319456101628e-14,0.1425369565965509
rho0.55_N1000_r008,0.55,shallow,1000,8,760,368,206,186,240,372,388,True,-321.0101124104239,324.0058446839779,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.5820807421908791,0.15181311271182285,0.1810588757974849,0.38816363872090476,0.0,0.1712581898853389,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.55_N1000_r008,0.55,deep,1000,8,808,461,180,167,192,394,414,True,-345.01057236258805,348.00630463614203,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.4957423436847697,0.006018345586375889,0.005024572465462682,0.193041831822213,0.033279071736023486,0.020462128659449963,0.8983242340337023,0.007116112999938196,52,8.270756052747902e-08,score_tolerance_reached_not_global_certificate,True,9.183294125136854e-10,0.0
rho0.55_N1000_r008,0.55,deep,1000,8,808,461,180,167,192,394,414,True,-345.01057236258805,348.00630463614203,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.6065985816573982,0.040008281089492274,0.04302861293813945,0.2097163982705555,0.0,0.020462128659449963,0.9528146958920399,0.007125127999984215,59,8.298799447636895e-08,score_tolerance_reached_not_global_certificate,,1.375877189957464e-11,0.033279071736023486
rho0.55_N1000_r008,0.55,deep,1000,8,808,461,180,167,192,394,414,True,-345.01057236258805,348.00630463614203,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.6782004937887149,0.11311960217797352,0.11603513662995442,0.3257794535989989,0.0,0.020462128659449963,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.55_N1000_r009,0.55,shallow,1000,9,755,368,210,177,245,374,381,True,-288.89326686015715,291.88899913371114,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.2963319383080969,0.009835562801286779,0.00668236265032233,0.16576815131666858,0.14253695659655094,0.1712581898853389,0.6711096701391212,0.006464896000011322,46,9.747205673939963e-08,score_tolerance_reached_not_global_certificate,True,1.7763568394002505e-15,2.7755575615628914e-17
rho0.55_N1000_r009,0.55,shallow,1000,9,755,368,210,177,245,374,381,True,-288.89326686015715,291.88899913371114,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.3407870141533988,0.01842438259560657,0.04694182374734346,0.18147039919800567,0.0,0.1712581898853389,0.780506107405565,0.0053715860000238536,51,9.863447836266914e-08,score_tolerance_reached_not_global_certificate,,2.6645352591003757e-15,0.1425369565965509
rho0.55_N1000_r009,0.55,shallow,1000,9,755,368,210,177,245,374,381,True,-288.89326686015715,291.88899913371114,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.600760702943896,0.14036649410686533,0.1698198046624739,0.40661502793653687,0.0,0.1712581898853389,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.55_N1000_r009,0.55,deep,1000,9,805,476,172,157,195,401,404,True,-294.1030417312778,297.0987740048318,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.4844978796399373,0.00822013745186068,0.009225154811657114,0.20045330113334608,0.033279071736023486,0.020462128659449963,0.913556116573155,0.01322267099999408,92,9.349968103441208e-08,score_tolerance_reached_not_global_certificate,True,1.0806378014649454e-10,0.0
rho0.55_N1000_r009,0.55,deep,1000,9,805,476,172,157,195,401,404,True,-294.1030417312778,297.0987740048318,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.5361036647752568,0.032198149014805694,0.03514973457467806,0.21276906613755503,0.0,0.020462128659449963,0.9484521781231272,0.009650574000033885,91,8.697458708795125e-08,score_tolerance_reached_not_global_certificate,,1.2636469648441562e-10,0.033279071736023486
rho0.55_N1000_r009,0.55,deep,1000,9,805,476,172,157,195,401,404,True,-294.1030417312778,297.0987740048318,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.6660445833795302,0.09612814089728161,0.09905563038653344,0.33751337712278906,0.0,0.020462128659449963,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.55_N1000_r010,0.55,shallow,1000,10,767,365,206,196,233,367,400,True,-328.9273719175499,331.9231041911039,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.29732681647216397,0.008103529704792965,0.005218580457745399,0.1622317957697405,0.1425369565965509,0.1712581898853389,0.6507932196285614,0.011220174000072802,74,8.429504132116544e-08,score_tolerance_reached_not_global_certificate,True,-8.881784197001252e-16,2.7755575615628914e-17
rho0.55_N1000_r010,0.55,shallow,1000,10,767,365,206,196,233,367,400,True,-328.9273719175499,331.9231041911039,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.33430891147840364,0.019317720799141548,0.04870153115849822,0.17911079916678452,0.0,0.1712581898853389,0.7683269584739345,0.008482705000005808,84,9.286662328022999e-08,score_tolerance_reached_not_global_certificate,,0.0,0.1425369565965509
rho0.55_N1000_r010,0.55,shallow,1000,10,767,365,206,196,233,367,400,True,-328.9273719175499,331.9231041911039,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.610137960539642,0.14916801745235383,0.17842308844064417,0.3961985799100303,0.0,0.1712581898853389,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.55_N1000_r010,0.55,deep,1000,10,816,480,164,172,184,390,426,True,-337.4563155457203,340.4520478192743,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.45855320463193533,0.00739029484745281,0.008641761784807241,0.1918924800624051,0.033279071736023486,0.020462128659449963,0.9023702709416854,0.01236100300002363,73,9.989232008887057e-08,score_tolerance_reached_not_global_certificate,True,1.8545787128232405e-10,0.0
rho0.55_N1000_r010,0.55,deep,1000,10,816,480,164,172,184,390,426,True,-337.4563155457203,340.4520478192743,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.5218173835613784,0.03407255514082616,0.03708045411796758,0.20469334477161602,0.0,0.020462128659449963,0.9516798370591296,0.009898358999976153,84,9.286662350227459e-08,score_tolerance_reached_not_global_certificate,,1.5479173498533783e-11,0.033279071736023486
rho0.55_N1000_r010,0.55,deep,1000,10,816,480,164,172,184,390,426,True,-337.4563155457203,340.4520478192743,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.6279396174277592,0.09902336145787675,0.10191679494469658,0.3148507783099805,0.0,0.020462128659449963,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.55_N1000_r011,0.55,shallow,1000,11,758,362,199,197,242,393,365,True,-271.6072335075915,274.6029657811455,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.2600730429893576,0.00653925348861574,0.009040111374529541,0.14551425606573587,0.1425369565965509,0.1712581898853389,0.6582500928390047,0.007457787000021199,47,9.548490248024764e-08,score_tolerance_reached_not_global_certificate,True,1.1451106729509775e-10,0.0
rho0.55_N1000_r011,0.55,shallow,1000,11,758,362,199,197,242,393,365,True,-271.6072335075915,274.6029657811455,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.31167552315450103,0.027312871505576233,0.05723486695580069,0.16849882855446685,0.0,0.1712581898853389,0.7682992838562913,0.0060735089999752745,55,9.640058507009996e-08,score_tolerance_reached_not_global_certificate,,7.757350317660894e-12,0.1425369565965509
rho0.55_N1000_r011,0.55,shallow,1000,11,758,362,199,197,242,393,365,True,-271.6072335075915,274.6029657811455,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.5876352148111266,0.15379303499791355,0.18325733404138014,0.3973386151822253,0.0,0.1712581898853389,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.55_N1000_r011,0.55,deep,1000,11,808,467,175,166,192,419,389,True,-294.9482739769585,297.9440062505125,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.4067390938444243,0.005143463684972673,0.004857885892361791,0.17092133718809457,0.033279071736023486,0.020462128659449963,0.8800331277053368,0.008042416999956004,59,9.93153232436928e-08,score_tolerance_reached_not_global_certificate,True,2.7118129963810134e-10,0.0
rho0.55_N1000_r011,0.55,deep,1000,11,808,467,175,166,192,419,389,True,-294.9482739769585,297.9440062505125,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.5040345453766574,0.04162976880617997,0.0446679974811323,0.1965752566582079,0.0,0.020462128659449963,0.9294440116137147,0.00675502299998243,59,7.800460144480326e-08,score_tolerance_reached_not_global_certificate,,2.5553781313192303e-10,0.033279071736023486
rho0.55_N1000_r011,0.55,deep,1000,11,808,467,175,166,192,419,389,True,-294.9482739769585,297.9440062505125,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.6121835258630834,0.10714961497652564,0.11008484622065269,0.3168399540285566,0.0,0.020462128659449963,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.55_N1000_r012,0.55,shallow,1000,12,786,385,210,191,214,378,408,True,-343.23026880845356,346.22600108200754,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.260801706265493,0.008127428207936846,0.005210295550842175,0.14301358993331362,0.14253695659655094,0.1712581898853389,0.657460975315675,0.005613752000044769,38,9.868704408374108e-08,score_tolerance_reached_not_global_certificate,True,0.0,2.7755575615628914e-17
rho0.55_N1000_r012,0.55,shallow,1000,12,786,385,210,191,214,378,408,True,-343.23026880845356,346.22600108200754,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.30267074707641056,0.01417765043706797,0.0434614544713433,0.17253141340001543,0.0,0.1712581898853389,0.744234821613045,0.004965237999954297,41,8.887107361132962e-08,score_tolerance_reached_not_global_certificate,,2.6645352591003757e-15,0.1425369565965509
rho0.55_N1000_r012,0.55,shallow,1000,12,786,385,210,191,214,378,408,True,-343.23026880845356,346.22600108200754,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.5464041100385338,0.13926207569767926,0.1686013461725795,0.36843598098381375,0.0,0.1712581898853389,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.55_N1000_r012,0.55,deep,1000,12,833,499,175,159,167,403,430,True,-350.3632822445454,353.3590145180994,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.46445241747135346,0.005376683818178298,0.005933418423111943,0.18454636768915972,0.033279071736023486,0.020462128659449963,0.8950059866157687,0.013300537000077384,91,9.16369403535837e-08,score_tolerance_reached_not_global_certificate,True,1.0544276562995947e-10,0.0
rho0.55_N1000_r012,0.55,deep,1000,12,833,499,175,159,167,403,430,True,-350.3632822445454,353.3590145180994,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.5473277909369781,0.029811003687160758,0.032824237708500965,0.20919478931417906,0.0,0.020462128659449963,0.9376211141079261,0.009834524999973837,90,8.783248994781445e-08,score_tolerance_reached_not_global_certificate,,1.2356604628394052e-10,0.033279071736023486
rho0.55_N1000_r012,0.55,deep,1000,12,833,499,175,159,167,403,430,True,-350.3632822445454,353.3590145180994,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.6254191040071548,0.0948614991726767,0.09777022483415518,0.29555525121811665,0.0,0.020462128659449963,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.55_N1000_r013,0.55,shallow,1000,13,748,339,191,218,252,400,348,True,-266.6122999138911,269.6080321874451,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.33676902523294083,0.021200714128214608,0.01358334421711453,0.1923621581478693,0.1425369565965509,0.1712581898853389,0.6072754866089387,0.00701212100000248,53,9.349535483071282e-08,score_tolerance_reached_not_global_certificate,True,-1.3322676295501878e-15,0.0
rho0.55_N1000_r013,0.55,shallow,1000,13,748,339,191,218,252,400,348,True,-266.6122999138911,269.6080321874451,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.3605289840808324,0.008979819081889766,0.03290414425635678,0.2089676996068451,0.0,0.1712581898853389,0.7129844202618565,0.006532114000037836,63,8.62253048961037e-08,score_tolerance_reached_not_global_certificate,,1.3322676295501878e-15,0.1425369565965509
rho0.55_N1000_r013,0.55,shallow,1000,13,748,339,191,218,252,400,348,True,-266.6122999138911,269.6080321874451,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.623368001942712,0.14373626976547724,0.17295892177295547,0.4150616357669728,0.0,0.1712581898853389,0.9999999999999999,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.55_N1000_r013,0.55,deep,1000,13,798,473,160,165,202,422,376,True,-287.12747344087495,290.12320571442893,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.49994159128692206,0.01726636245294173,0.01847989553157951,0.2147472624746017,0.033279071736023486,0.020462128659449963,0.9158192701305523,0.011606342000050063,88,9.808448887958449e-08,score_tolerance_reached_not_global_certificate,True,2.6410784670360954e-10,0.0
rho0.55_N1000_r013,0.55,deep,1000,13,798,473,160,165,202,422,376,True,-287.12747344087495,290.12320571442893,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.5499302894073294,0.019288159748354433,0.022101773667530505,0.23298491924702777,0.0,0.020462128659449963,0.9514685394172491,0.009897727999941708,87,9.146231216838885e-08,score_tolerance_reached_not_global_certificate,,3.113793667353093e-10,0.033279071736023486
rho0.55_N1000_r013,0.55,deep,1000,13,798,473,160,165,202,422,376,True,-287.12747344087495,290.12320571442893,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.6310377355961011,0.08143507468506182,0.08428054182582734,0.31805977672185953,0.0,0.020462128659449963,1.0000000000000002,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.55_N1000_r014,0.55,shallow,1000,14,758,345,218,195,242,368,390,True,-325.0839822233854,328.0797144969394,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.31558653039141527,0.010008392513031806,0.006639275356506675,0.17557145924965034,0.1425369565965509,0.1712581898853389,0.6277034330275372,0.012110053000014886,86,8.693757056149038e-08,score_tolerance_reached_not_global_certificate,True,7.26999349609514e-10,0.0
rho0.55_N1000_r014,0.55,shallow,1000,14,758,345,218,195,242,368,390,True,-325.0839822233854,328.0797144969394,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.39819192764524763,0.020906274906729302,0.05009195254735223,0.1927328221590853,0.0,0.1712581898853389,0.7606599578127707,0.027870599999914702,227,9.639306775000023e-08,score_tolerance_reached_not_global_certificate,,3.1858204962986747e-10,0.1425369565965509
rho0.55_N1000_r014,0.55,shallow,1000,14,758,345,218,195,242,368,390,True,-325.0839822233854,328.0797144969394,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.6641707356353148,0.16562708633163262,0.19488355224016385,0.4383888023910579,0.0,0.1712581898853389,1.0000000000000002,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.55_N1000_r014,0.55,deep,1000,14,813,461,191,161,187,404,409,True,-340.4967914410827,343.49252371463666,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.4775059363825692,0.010188910282019176,0.01140946896787661,0.2018707832492836,0.033279071736023486,0.020462128659449963,0.8986457470619298,0.012691669999981059,86,8.64865866675035e-08,score_tolerance_reached_not_global_certificate,True,6.783604789006858e-10,0.0
rho0.55_N1000_r014,0.55,deep,1000,14,813,461,191,161,187,404,409,True,-340.4967914410827,343.49252371463666,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.5839106063032097,0.033964378061241675,0.03695122056442096,0.22141623292798573,0.0,0.020462128659449963,0.9478116740784195,0.02639023200003976,227,9.639306775000023e-08,score_tolerance_reached_not_global_certificate,,2.970290680082144e-10,0.033279071736023486
rho0.55_N1000_r014,0.55,deep,1000,14,813,461,191,161,187,404,409,True,-340.4967914410827,343.49252371463666,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.6665259550073446,0.10750802247904273,0.11040187965381439,0.3483076183335357,0.0,0.020462128659449963,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.55_N1000_r015,0.55,shallow,1000,15,746,363,188,195,254,364,382,True,-311.61131455286306,314.60704682641705,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.2979951456669527,0.008636671119263898,0.0069021789856045495,0.15506518299418898,0.1425369565965509,0.1712581898853389,0.6565453651816694,0.007274806999930661,52,8.182105991130537e-08,score_tolerance_reached_not_global_certificate,True,1.3322676295501878e-15,2.7755575615628914e-17
rho0.55_N1000_r015,0.55,shallow,1000,15,746,363,188,195,254,364,382,True,-311.61131455286306,314.60704682641705,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.35122885476079446,0.018669295348549244,0.0476049618113803,0.18505955174592917,0.0,0.1712581898853389,0.7551233665655307,0.0106128009999793,62,8.71774847865936e-08,score_tolerance_reached_not_global_certificate,,4.440892098500626e-15,0.1425369565965509
rho0.55_N1000_r015,0.55,shallow,1000,15,746,363,188,195,254,364,382,True,-311.61131455286306,314.60704682641705,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.5666142645634344,0.1481051343462203,0.17735227011488433,0.3906879083436725,0.0,0.1712581898853389,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.55_N1000_r015,0.55,deep,1000,15,801,485,159,157,199,394,407,True,-323.710234981307,326.705967254861,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.4506574997436481,0.008039853052812306,0.009042838893239738,0.18774014779095854,0.033279071736023486,0.020462128659449963,0.9124871811131829,0.018694594999942638,109,9.614730861494366e-08,score_tolerance_reached_not_global_certificate,True,1.1141843003770191e-10,0.0
rho0.55_N1000_r015,0.55,deep,1000,15,801,485,159,157,199,394,407,True,-323.710234981307,326.705967254861,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.5356433007130269,0.03149514802549037,0.034467273705825426,0.21075839119843356,0.0,0.020462128659449963,0.9519724246457517,0.01604219099999682,107,9.924540633754475e-08,score_tolerance_reached_not_global_certificate,,1.4479439869319322e-10,0.033279071736023486
rho0.55_N1000_r015,0.55,deep,1000,15,801,485,159,157,199,394,407,True,-323.710234981307,326.705967254861,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.5672970567502688,0.09446174694874097,0.09734457935733244,0.30274244005108175,0.0,0.020462128659449963,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.55_N1000_r016,0.55,shallow,1000,16,752,365,189,198,248,376,376,True,-294.4476291963148,297.44336146986876,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.34049701906678276,0.009513591848631108,0.00994344115049352,0.16642028309517387,0.14253695659655094,0.1712581898853389,0.7016236976765392,0.008301178000010623,55,9.484994645022875e-08,score_tolerance_reached_not_global_certificate,True,1.2656542480726785e-13,2.7755575615628914e-17
rho0.55_N1000_r016,0.55,shallow,1000,16,752,365,189,198,248,376,376,True,-294.4476291963148,297.44336146986876,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.3911059740118203,0.022961761081629457,0.0511852653268558,0.19260439582252736,0.0,0.1712581898853389,0.7988044626026856,0.007430717000033837,71,9.19712197511302e-08,score_tolerance_reached_not_global_certificate,,3.552713678800501e-15,0.1425369565965509
rho0.55_N1000_r016,0.55,shallow,1000,16,752,365,189,198,248,376,376,True,-294.4476291963148,297.44336146986876,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.5899859512813386,0.13751159895794712,0.16728292524165808,0.3799709162664877,0.0,0.1712581898853389,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.55_N1000_r016,0.55,deep,1000,16,802,465,165,172,198,403,399,True,-315.9416682306051,318.9374005041591,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.4780823156107291,0.00800196525238725,0.008198336506054704,0.18754774048331707,0.033279071736023486,0.020462128659449963,0.9039474503267573,0.019090208000079656,139,9.53558432946038e-08,score_tolerance_reached_not_global_certificate,True,1.0466649769114156e-10,0.0
rho0.55_N1000_r016,0.55,deep,1000,16,802,465,165,172,198,403,399,True,-315.9416682306051,318.9374005041591,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.5855028141336712,0.03624462541275634,0.03916438471063154,0.21441427700682256,0.0,0.020462128659449963,0.9494281385521843,0.016459826000073008,137,9.277834722709599e-08,score_tolerance_reached_not_global_certificate,,1.2786127712161033e-10,0.033279071736023486
rho0.55_N1000_r016,0.55,deep,1000,16,802,465,165,172,198,403,399,True,-315.9416682306051,318.9374005041591,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.6301663163938985,0.09739864431785371,0.10037800612958832,0.312262008072274,0.0,0.020462128659449963,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.55_N1000_r017,0.55,shallow,1000,17,797,395,198,204,203,412,385,True,-296.81904287716924,299.8147751507232,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.27719717935656163,0.008037487543386963,0.01008115853256797,0.15655230375948415,0.1425369565965509,0.1712581898853389,0.678597187021032,0.007721543999991809,58,9.178502792380402e-08,score_tolerance_reached_not_global_certificate,True,2.6645352591003757e-15,0.0
rho0.55_N1000_r017,0.55,shallow,1000,17,797,395,198,204,203,412,385,True,-296.81904287716924,299.8147751507232,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.31845784089933005,0.02427073036777147,0.053654794163844624,0.176058032902077,0.0,0.1712581898853389,0.7762805364728904,0.007838516999981948,51,9.762375330346629e-08,score_tolerance_reached_not_global_certificate,,7.582379168979969e-12,0.1425369565965509
